Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.217.160.67-192.168.88.131-443-53722-6,192.168.88.131,53722,172.217.160.67,443,6,03/10/2019 05:07:45 AM,2596,2,2,31.0,46.0,31.0,0.0,15.5,21.920310216782973,46.0,0.0,23.0,32.526911934581186,29661.016949152545,1540.8320493066258,865.3333333333334,280.3040016363187,1109.0,559.0,559.0,559.0,0.0,559.0,559.0,1109.0,1109.0,0.0,1109.0,1109.0,0,1,0,0,40,40,770.4160246533129,770.4160246533129,0.0,46.0,24.6,23.276597689524987,541.8,0,0,0,1,1,0,0,0,1.0,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
172.217.24.3-192.168.88.131-80-33398-6,192.168.88.131,33398,172.217.24.3,80,6,03/10/2019 05:07:45 AM,15789,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,190.00570017100512,7894.5,10110.919864186442,15044.0,745.0,0,0,0,0,0,15789.0,7894.5,10110.919864186442,15044.0,745.0,0,0,0,0,0,60,0.0,190.00570017100512,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,64239,0,0,0,0,0,0,0,0,0,0,No Label
172.217.160.67-192.168.88.131-443-53722-6,172.217.160.67,443,192.168.88.131,53722,6,03/10/2019 05:07:45 AM,19171,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.48635960565437,9585.5,12687.616974830222,18557.0,614.0,18557.0,18557.0,0.0,18557.0,18557.0,0,0,0,0,0,0,0,0,0,40,20,104.32423973710291,52.16211986855146,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.46-38606-443-6,192.168.88.131,38606,216.58.200.46,443,6,03/10/2019 05:07:46 AM,1346,2,2,31.0,46.0,31.0,0.0,15.5,21.920310216782973,46.0,0.0,23.0,32.526911934581186,57206.53789004458,2971.7682020802376,448.6666666666667,430.3583777891786,932.0,107.0,307.0,307.0,0.0,307.0,307.0,932.0,932.0,0.0,932.0,932.0,0,1,0,0,40,40,1485.8841010401188,1485.8841010401188,0.0,46.0,24.6,23.276597689524987,541.8,0,0,0,1,1,0,0,0,1.0,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-216.58.200.46-38606-443-6,216.58.200.46,443,192.168.88.131,38606,6,03/10/2019 05:07:46 AM,15688,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.22896481387048,7844.0,10729.638297724672,15431.0,257.0,15431.0,15431.0,0.0,15431.0,15431.0,0,0,0,0,0,0,0,0,0,40,20,127.48597654258032,63.74298827129016,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-210.176.156.55-43878-443-6,192.168.88.131,43878,210.176.156.55,443,6,03/10/2019 05:07:45 AM,396,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5050.505050505051,396.0,0.0,396.0,396.0,0,0,0,0,0,396.0,396.0,0.0,396.0,396.0,0,0,0,0,0,40,0.0,5050.505050505051,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
192.168.88.131-35.164.114.45-60672-443-6,192.168.88.131,60672,35.164.114.45,443,6,03/10/2019 05:07:44 AM,535,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3738.3177570093458,535.0,0.0,535.0,535.0,0,0,0,0,0,535.0,535.0,0.0,535.0,535.0,0,0,0,0,0,40,0.0,3738.3177570093458,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.160.110-192.168.88.131-443-39606-6,192.168.88.131,39606,172.217.160.110,443,6,03/10/2019 05:07:44 AM,22968,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,4005.572971090213,174.15534656913968,7656.0,12827.569255318796,22468.0,245.0,0,0,0,0,0,22713.0,11356.5,15714.033998308645,22468.0,245.0,0,1,0,0,20,60,43.53883664228492,130.61650992685477,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
151.101.78.180-192.168.88.131-443-53308-6,192.168.88.131,53308,151.101.78.180,443,6,03/10/2019 05:07:44 AM,56251,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,1635.5264795292528,71.10984693605447,18750.333333333336,31850.193788002816,55527.0,156.0,0,0,0,0,0,55683.0,27841.5,39153.20958108032,55527.0,156.0,0,1,0,0,20,60,17.777461734013617,53.332385202040854,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
172.217.160.78-192.168.88.131-443-35020-6,192.168.88.131,35020,172.217.160.78,443,6,03/10/2019 05:07:44 AM,22900,1,3,0.0,92.0,0.0,0.0,0.0,0.0,46.0,0.0,30.666666666666668,26.558112382722786,4017.467248908297,174.67248908296943,7633.333333333334,12086.023181068838,21589.0,617.0,0,0,0,0,0,22283.0,11141.5,14774.99619289291,21589.0,694.0,0,1,0,0,20,60,43.66812227074236,131.00436681222706,0.0,46.0,27.6,25.195237645237643,634.8000000000001,0,0,0,1,1,0,0,0,3.0,34.5,0.0,30.666666666666668,0,0,0,0,0,0,1,0,3,92,-1,64240,0,0,0,0,0,0,0,0,0,0,No Label
